_,USPS,ST,NAME,ZCTA5,LAT,LON
436,Northern Territory,NT,TI TREE,872,-21.949513,131.298809
20181,Northern Territory,SA,TIEYON,872,-26.34253111,133.8900188
20182,Northern Territory,NT,TITJIKALA,872,-21.949513,131.298809
20183,Northern Territory,WA,TJIRRKARLI,872,-25.9752687,125.3466253
20184,Northern Territory,WA,TJUKURLA,872,-24.343546,128.656027
439,Northern Territory,NT,ULURU,872,-21.949513,131.298809
440,Northern Territory,NT,UMPANGARA,872,-21.949513,131.298809
20185,Northern Territory,SA,UMUWA,872,-26.47801156,132.0252848
441,Northern Territory,NT,URAPUNTJA,872,-21.949513,131.298809
20186,Northern Territory,NT,WALLACE ROCKHOLE,872,-21.949513,131.298809
443,Northern Territory,NT,WANARN,872,-21.949513,131.298809
444,Northern Territory,WA,WARAKURNA,872,-21.949513,131.298809
20187,Northern Territory,SA,WATARRU,872,-27.02469871,129.9052488
20188,Northern Territory,SA,WATINUMA,872,-26.52118731,131.8810186
445,Northern Territory,NT,WILLOWRA,872,-21.949513,131.298809
20189,Northern Territory,NT,WILORA,872,-21.949513,131.298809
20190,Northern Territory,WA,WINGELLINA,872,-23.4686864,131.6138326
20191,Northern Territory,NT,WUTUNUGURRA,872,-21.949513,131.298809
448,Northern Territory,NT,YUELAMU,872,-21.949513,131.298809
449,Northern Territory,NT,YUENDUMU,872,-21.949513,131.298809
450,Northern Territory,NT,YULARA,872,-21.949513,131.298809
20192,Northern Territory,SA,YUNYARINYI,872,-26.32328109,132.4550072
20193,Northern Territory,NT,AMOONGUNA,873,-23.74471408,133.9050112
20194,Northern Territory,NT,ARUMBERA,873,-23.74471408,133.9050112
20195,Northern Territory,NT,CONNELLAN,873,-23.74471408,133.9050112
24068,,NT,HEAVITREE GAP CPA,873,-23.74471408,133.9050112
20196,Northern Territory,NT,ILPARPA,873,-23.74471408,133.9050112
20197,Northern Territory,NT,KILGARIFF,873,-23.74471408,133.9050112
20198,Northern Territory,NT,ROSS,873,-23.74471408,133.9050112
20199,Northern Territory,NT,IRLPME,874,-23.64690294,133.8647591
20200,Northern Territory,NT,MOUNT JOHNS,874,-23.72335988,133.9123902
20201,Northern Territory,NT,UNDOOLYA,874,-23.68480339,133.9224797
20202,Northern Territory,NT,FLYNN,875,-23.71350386,133.8354205
20203,Northern Territory,NT,LARAPINTA,875,-23.68028355,133.8311794
20204,Northern Territory,NT,GAPUWIYAK,880,-12.50557433,135.7954286
452,Northern Territory,NT,GOVE,880,-11.670366,136.824863
20205,Northern Territory,NT,GUNYANGARA,880,-12.21424182,136.7083085
453,Northern Territory,NT,NHULUNBUY,880,-11.670366,136.824863
20206,Northern Territory,NT,YIRRKALA,880,-12.2425718,136.8772098
455,,NT,NHULUNBUY,881,-11.670366,136.824863
20207,Northern Territory,NT,ALYANGULA,885,-13.85078586,136.420066
457,Northern Territory,NT,JABIRU,886,-13.13118,132.563373
1,,NT,WINNELLIE,906,-13.643283,136.947051
2,,NT,WINNELLIE,907,-13.643283,136.947051
3,,NT,CHARLES DARWIN UNIVERSITY,909,-12.3718,130.869
23913,,NT,UNIVERSITY,909,-12.3718,130.869
458,,NSW,SYDNEY,1001,-33.794883,151.268071
459,,NSW,SYDNEY,1002,-33.794883,151.268071
460,,NSW,SYDNEY,1003,-33.794883,151.268071
461,,NSW,SYDNEY,1004,-33.794883,151.268071
462,,NSW,SYDNEY,1005,-33.794883,151.268071
463,,NSW,SYDNEY,1006,-33.794883,151.268071
464,,NSW,SYDNEY,1007,-33.794883,151.268071
465,,NSW,SYDNEY,1008,-33.794883,151.268071
466,,NSW,SYDNEY,1009,-33.794883,151.268071
467,,NSW,SYDNEY,1010,-33.794883,151.268071
468,,NSW,SYDNEY,1020,-33.794883,151.268071
469,,NSW,SYDNEY,1021,-33.794883,151.268071
470,,NSW,SYDNEY,1022,-33.794883,151.268071
471,,NSW,SYDNEY,1023,-33.794883,151.268071
472,,NSW,SYDNEY,1025,-33.794883,151.268071
473,,NSW,SYDNEY,1026,-33.794883,151.268071
474,,NSW,SYDNEY,1027,-33.794883,151.268071
475,,NSW,SYDNEY,1028,-33.794883,151.268071
476,,NSW,SYDNEY,1029,-33.794883,151.268071
477,,NSW,SYDNEY,1030,-33.794883,151.268071
478,,NSW,SYDNEY,1031,-33.794883,151.268071
479,,NSW,SYDNEY,1032,-33.662834,150.874182
480,,NSW,SYDNEY,1033,-33.794883,151.268071
481,,NSW,SYDNEY,1034,-33.794883,151.268071
482,,NSW,SYDNEY,1035,-33.794883,151.268071
483,,NSW,SYDNEY,1036,-33.794883,151.268071
484,,NSW,SYDNEY,1037,-33.794883,151.268071
485,,NSW,SYDNEY,1038,-33.794883,151.268071
486,,NSW,SYDNEY,1039,-33.794883,151.268071
487,,NSW,SYDNEY,1040,-33.794883,151.268071
488,,NSW,SYDNEY,1041,-33.794883,151.268071
489,,NSW,SYDNEY,1042,-33.794883,151.268071
490,,NSW,SYDNEY,1043,-33.794883,151.268071
491,,NSW,SYDNEY,1044,-33.794883,151.268071
492,,NSW,SYDNEY,1045,-33.794883,151.268071
493,,NSW,SYDNEY,1046,-33.794883,151.268071
494,,NSW,SYDNEY,1100,-33.794883,151.268071
495,,NSW,SYDNEY,1101,-33.794883,151.268071
496,,NSW,SYDNEY,1105,-33.794883,151.268071
497,,NSW,SYDNEY,1106,-33.794883,151.268071
498,,NSW,SYDNEY,1107,-33.794883,151.268071
499,,NSW,SYDNEY,1108,-33.794883,151.268071
500,,NSW,SYDNEY,1109,-33.794883,151.268071
501,,NSW,SYDNEY,1110,-33.794883,151.268071
502,,NSW,SYDNEY,1112,-33.794883,151.268071
503,,NSW,SYDNEY,1113,-33.794883,151.268071
504,,NSW,SYDNEY,1114,-33.794883,151.268071
505,,NSW,SYDNEY,1115,-33.794883,151.268071
506,,NSW,SYDNEY,1116,-33.666729,150.866145
507,,NSW,SYDNEY,1117,-33.664575,150.87022
508,,NSW,SYDNEY,1118,-33.794883,151.268071
509,,NSW,SYDNEY,1119,-33.794883,151.268071
510,,NSW,SYDNEY,1120,-33.794883,151.268071
511,,NSW,SYDNEY,1121,-33.794883,151.268071
512,,NSW,SYDNEY,1122,-33.794883,151.268071
513,,NSW,SYDNEY,1123,-33.794883,151.268071
514,,NSW,SYDNEY,1124,-33.794883,151.268071
515,,NSW,SYDNEY,1125,-33.794883,151.268071
516,,NSW,SYDNEY,1126,-33.794883,151.268071
517,,NSW,SYDNEY,1127,-33.794883,151.268071
518,,NSW,SYDNEY,1128,-33.794883,151.268071
519,,NSW,SYDNEY,1129,-33.794883,151.268071
520,,NSW,SYDNEY,1130,-33.794883,151.268071
521,,NSW,SYDNEY,1131,-33.794883,151.268071
522,,NSW,SYDNEY,1132,-33.66279,150.874265
523,,NSW,SYDNEY,1133,-33.794883,151.268071
524,,NSW,SYDNEY,1134,-33.794883,151.268071
525,,NSW,SYDNEY,1135,-33.794883,151.268071
526,,NSW,SYDNEY,1136,-33.794883,151.268071
527,,NSW,SYDNEY,1137,-33.794883,151.268071
528,,NSW,SYDNEY,1138,-33.794883,151.268071
529,,NSW,SYDNEY,1139,-33.794883,151.268071
530,,NSW,SYDNEY,1140,-33.794883,151.268071
531,,NSW,SYDNEY,1141,-33.794883,151.268071
532,,NSW,SYDNEY,1142,-33.794883,151.268071
533,,NSW,SYDNEY,1143,-33.794883,151.268071
534,,NSW,SYDNEY,1144,-33.794883,151.268071
535,,NSW,SYDNEY,1145,-33.794883,151.268071
536,,NSW,SYDNEY,1146,-33.794883,151.268071
537,,NSW,SYDNEY,1147,-33.794883,151.268071
538,,NSW,SYDNEY,1148,-33.794883,151.268071
539,,NSW,SYDNEY,1149,-33.794883,151.268071
540,,NSW,SYDNEY,1150,-33.794883,151.268071
541,,NSW,SYDNEY,1151,-33.794883,151.268071
542,,NSW,SYDNEY,1152,-33.794883,151.268071
543,,NSW,SYDNEY,1153,-33.794883,151.268071
544,,NSW,SYDNEY,1154,-33.794883,151.268071
545,,NSW,SYDNEY,1155,-33.794883,151.268071
546,,NSW,SYDNEY,1156,-33.794883,151.268071
547,,NSW,SYDNEY,1157,-33.794883,151.268071
548,,NSW,SYDNEY,1158,-33.794883,151.268071
549,,NSW,SYDNEY,1159,-33.794883,151.268071
550,,NSW,SYDNEY,1160,-33.794883,151.268071
551,,NSW,SYDNEY,1161,-33.794883,151.268071
552,,NSW,SYDNEY,1162,-33.794883,151.268071
553,,NSW,SYDNEY,1163,-33.794883,151.268071
554,,NSW,SYDNEY,1164,-33.794883,151.268071
555,,NSW,SYDNEY,1165,-33.794883,151.268071
556,,NSW,SYDNEY,1166,-33.794883,151.268071
557,,NSW,SYDNEY,1167,-33.794883,151.268071
558,,NSW,SYDNEY,1168,-33.794883,151.268071
559,,NSW,SYDNEY,1169,-33.794883,151.268071
560,,NSW,SYDNEY,1170,-33.794883,151.268071
561,,NSW,SYDNEY,1171,-33.794883,151.268071
562,,NSW,SYDNEY,1172,-33.794883,151.268071
563,,NSW,SYDNEY,1173,-33.794883,151.268071
564,,NSW,SYDNEY,1174,-33.794883,151.268071
565,,NSW,SYDNEY,1175,-33.794883,151.268071
566,,NSW,SYDNEY,1176,-33.794883,151.268071
567,,NSW,SYDNEY,1177,-33.794883,151.268071
568,,NSW,SYDNEY,1178,-33.794883,151.268071
569,,NSW,SYDNEY,1179,-33.794883,151.268071
570,,NSW,SYDNEY,1180,-33.794883,151.268071
571,,NSW,SYDNEY,1181,-33.794883,151.268071
572,,NSW,SYDNEY,1182,-33.794883,151.268071
573,,NSW,SYDNEY,1183,-33.794883,151.268071
574,,NSW,SYDNEY,1184,-33.794883,151.268071
575,,NSW,SYDNEY,1185,-33.794883,151.268071
576,,NSW,SYDNEY,1186,-33.794883,151.268071
577,,NSW,SYDNEY,1187,-33.794883,151.268071
578,,NSW,SYDNEY,1188,-33.794883,151.268071
579,,NSW,SYDNEY,1189,-33.794883,151.268071
580,,NSW,SYDNEY,1190,-33.794883,151.268071
581,,NSW,SYDNEY,1191,-33.794883,151.268071
582,,NSW,SYDNEY,1192,-34.790684,147.685283
583,,NSW,SYDNEY,1193,-33.794883,151.268071
584,,NSW,SYDNEY,1194,-33.794883,151.268071
585,,NSW,SYDNEY,1195,-33.794883,151.268071
586,,NSW,SYDNEY,1196,-33.794883,151.268071
587,,NSW,SYDNEY,1197,-33.794883,151.268071
588,,NSW,SYDNEY,1198,-33.794883,151.268071
589,,NSW,SYDNEY,1199,-33.794883,151.268071
591,,NSW,SYDNEY,1201,-33.794883,151.268071
592,,NSW,SYDNEY,1202,-33.794883,151.268071
593,,NSW,SYDNEY,1203,-33.794883,151.268071
595,,NSW,SYDNEY,1205,-33.794883,151.268071
597,,NSW,SYDNEY,1207,-33.794883,151.268071
598,,NSW,HAYMARKET,1208,-29.816475,151.659454
599,,NSW,AUSTRALIA SQUARE,1209,-33.891788,151.176251
600,,NSW,AUSTRALIA SQUARE,1210,-33.891788,151.176251
601,,NSW,AUSTRALIA SQUARE,1211,-33.891788,151.176251
602,,NSW,AUSTRALIA SQUARE,1212,-33.891788,151.176251
603,,NSW,AUSTRALIA SQUARE,1213,-33.891788,151.176251
604,,NSW,AUSTRALIA SQUARE,1214,-33.891788,151.176251
605,,NSW,AUSTRALIA SQUARE,1215,-33.891788,151.176251
606,,NSW,GROSVENOR PLACE,1216,-33.741311,151.034025
607,,NSW,GROSVENOR PLACE,1217,-33.741311,151.034025
608,,NSW,GROSVENOR PLACE,1218,-33.741311,151.034025
609,,NSW,GROSVENOR PLACE,1219,-33.741311,151.034025
610,,NSW,GROSVENOR PLACE,1220,-33.741311,151.034025
611,,NSW,ROYAL EXCHANGE,1221,-33.86533,151.207905
612,,NSW,ROYAL EXCHANGE,1222,-33.86533,151.207905
613,,NSW,ROYAL EXCHANGE,1223,-33.86533,151.207905
614,,NSW,ROYAL EXCHANGE,1224,-33.86533,151.207905
615,,NSW,ROYAL EXCHANGE,1225,-33.86533,151.207905
616,,NSW,QUEEN VICTORIA BUILDING,1226,-33.871749,151.206708
617,,NSW,QUEEN VICTORIA BUILDING,1227,-33.871749,151.206708
618,,NSW,QUEEN VICTORIA BUILDING,1228,-33.871749,151.206708
619,,NSW,QUEEN VICTORIA BUILDING,1229,-33.871749,151.206708
620,,NSW,QUEEN VICTORIA BUILDING,1230,-33.871749,151.206708
621,,NSW,SYDNEY SOUTH,1231,-33.815551,151.042528
622,,NSW,SYDNEY SOUTH,1232,-33.815551,151.042528
623,,NSW,SYDNEY SOUTH,1233,-33.815551,151.042528
624,,NSW,SYDNEY SOUTH,1234,-33.815551,151.042528
625,,NSW,SYDNEY SOUTH,1235,-33.815551,151.042528
626,,NSW,HAYMARKET,1236,-29.816475,151.659454
627,,NSW,HAYMARKET,1237,-29.816475,151.659454
628,,NSW,HAYMARKET,1238,-29.816475,151.659454
629,,NSW,HAYMARKET,1239,-29.816475,151.659454
630,,NSW,HAYMARKET,1240,-29.816475,151.659454
631,,NSW,SYDNEY,1291,-33.794883,151.268071
632,,NSW,SYDNEY,1292,-33.794883,151.268071
633,,NSW,SYDNEY,1293,-33.794883,151.268071
634,,NSW,SYDNEY,1294,-33.794883,151.268071
635,,NSW,SYDNEY,1295,-33.794883,151.268071
636,,NSW,SYDNEY,1296,-33.794883,151.268071
637,,NSW,SYDNEY,1297,-33.794883,151.268071
638,,NSW,SYDNEY,1298,-33.794883,151.268071
639,,NSW,SYDNEY,1299,-33.794883,151.268071
640,,NSW,DARLINGHURST,1300,-33.877331,151.220876
644,,NSW,EASTERN SUBURBS MC,1314,-33.9508,151.21
665,,NSW,POTTS POINT,1335,-33.82269,151.117575
666,,NSW,KINGS CROSS,1340,-35.537721,148.021014
667,,NSW,WOOLLAHRA,1350,-33.88871,151.240508
668,,NSW,BONDI JUNCTION,1355,-33.893739,151.262502
669,,NSW,DOUBLE BAY,1360,-33.87584,151.241938
672,,NSW,BROADWAY,1401,-33.884217,151.199825
24069,,NSW,CHULLORA,1405,0,0
674,,NSW,SOUTHERN SUBURBS MC,1419,-34.0641,151.094
675,,NSW,STRAWBERRY HILLS,1420,-33.726098,150.931838
676,,NSW,STRAWBERRY HILLS,1422,-33.726098,150.931838
677,,NSW,STRAWBERRY HILLS,1423,-33.726098,150.931838
678,,NSW,STRAWBERRY HILLS,1424,-33.726098,150.931838
679,,NSW,STRAWBERRY HILLS,1425,-33.726098,150.931838
680,,NSW,STRAWBERRY HILLS,1426,-33.726098,150.931838
681,,NSW,STRAWBERRY HILLS,1427,-33.726098,150.931838
2415,,NSW,STRAWBERRY HILLS,1428,-33.726098,150.931838
2416,,NSW,STRAWBERRY HILLS,1429,-33.726098,150.931838
2417,,NSW,EVELEIGH,1430,-33.890232,151.199489
2418,,NSW,ALEXANDRIA,1435,-33.711785,151.108248
2419,,NSW,WATERLOO,1440,-33.902836,151.057914
2420,,NSW,WATERLOO,1441,-33.902836,151.057914
2421,,NSW,ROSEBERY,1445,-34.083089,151.007691
2422,,NSW,CAMPERDOWN,1450,-30.305815,153.13679
2423,,NSW,BOTANY,1455,-33.947087,151.197644
2424,,NSW,MASCOT,1460,-33.926669,151.210791
2425,,NSW,KENSINGTON,1465,-33.888549,151.140735
2426,,NSW,UNSW SYDNEY,1466,-33.906561,151.234417
2427,,NSW,DRUMMOYNE,1470,-33.842999,151.151958
2428,,NSW,MARRICKVILLE,1475,-33.90911,151.15334
2429,,NSW,MARRICKVILLE,1476,-33.90911,151.15334
2430,,NSW,KINGSGROVE,1480,-33.935923,151.100027
2431,,NSW,HURSTVILLE BC,1481,-33.9646,151.101
2432,,NSW,KINGSGROVE DC,1484,-33.9386,151.101
2433,,NSW,KOGARAH,1485,-33.974354,151.140345
2435,,NSW,MIRANDA,1490,-34.035878,151.107201
2436,,NSW,HURSTVILLE,1493,-33.975869,151.088939
2437,,NSW,CARINGBAH,1495,-34.046927,151.123943
2438,,NSW,SUTHERLAND,1499,-34.015705,151.0622
2439,,NSW,WEST CHATSWOOD,1515,-33.824607,151.207261
2440,,NSW,NORTHBRIDGE,1560,-33.812636,151.214797
2441,,NSW,MILSONS POINT,1565,-33.865367,151.193071
2442,,NSW,ARTARMON,1570,-33.808087,151.192733
2444,,NSW,CROWS NEST,1585,-33.83459,151.20085
2445,,NSW,ST LEONARDS,1590,-33.292001,151.468652
2446,,NSW,LANE COVE,1595,-33.791875,151.187955
2447,,NSW,LANE COVE,1597,-33.791875,151.187955
2448,,NSW,LANE COVE DC,1602,-33.8148,151.166
2452,,NSW,HORNSBY,1630,-33.707684,151.099812
2453,,NSW,HORNSBY WESTFIELD,1635,-33.7046,151.101
2454,,NSW,FRENCHS FOREST,1639,-33.793137,151.246751
2455,,NSW,FRENCHS FOREST,1640,-33.793137,151.246751
2456,,NSW,MANLY,1655,-33.329799,151.505125
2457,,NSW,MONA VALE,1658,-33.698773,151.216799
2458,,NSW,MONA VALE,1660,-33.698773,151.216799
24070,,NSW,NORTH RYDE,1670,-33.7932,151.12
2459,,NSW,NORTH RYDE BC,1670,-33.7932,151.12
2460,,NSW,GLADESVILLE,1675,-33.833033,151.139681
2461,,NSW,RYDE,1680,-33.761498,151.137807
2462,,NSW,WEST RYDE,1685,-33.80406,151.09064
2473,,NSW,ERMINGTON,1700,-33.950299,151.206982
2475,,NSW,EPPING,1710,-33.78417,151.116696
2477,,NSW,PENNANT HILLS,1715,-33.758433,151.049106
2478,,NSW,SEVEN HILLS,1730,-33.760263,150.966912
2479,,NSW,PARRAMATTA,1740,-33.886166,151.139472
2480,,NSW,PARRAMATTA,1741,-33.886166,151.139472
2481,,NSW,NORTH PARRAMATTA,1750,-33.857053,151.023102
2482,,NSW,BAULKHAM HILLS,1755,-33.767239,150.968177
2483,,NSW,CASTLE HILL,1765,-33.735906,151.030535
2484,,NSW,PENNANT HILLS,1771,-33.758433,151.049106
2485,,NSW,SEVEN HILLS MC,1781,-33.7779,150.932
2486,,NSW,ST MARYS,1790,-33.859047,151.19554
4457,,NSW,ASHFIELD,1800,-33.887602,151.124008
4458,,NSW,BURWOOD,1805,-33.891556,151.10082
4459,,NSW,SILVERWATER,1811,-33.82328,151.051375
4461,,NSW,STRATHFIELD,1819,-33.877139,151.093326
4462,,NSW,LIDCOMBE,1825,-33.872483,151.044768
4464,,NSW,GRANVILLE,1830,-33.859289,150.948582
4465,,NSW,GRANVILLE,1831,-33.859289,150.948582
4466,,NSW,AUBURN,1835,-33.883928,151.023796
24071,,NSW,WETHERILL PARK,1851,-33.8498,150.911
4468,,NSW,WETHERILL PARK DC,1851,-33.8498,150.911
4469,,NSW,FAIRFIELD,1860,-33.850457,150.961124
4470,,NSW,LIVERPOOL,1871,-33.888327,151.103632
24072,,NSW,MOOREBANK,1874,0,0
4471,,NSW,MOOREBANK,1875,-33.954639,150.92236
4472,,NSW,BANKSTOWN,1885,-33.907417,151.024581
4473,,NSW,BANKSTOWN,1888,-33.907417,151.024581
4474,,NSW,INGLEBURN,1890,-33.960035,150.802088
4475,,NSW,MILPERRA,1891,-33.932221,151.000183
20208,Central and Eastern Sydney,NSW,BARANGAROO,2000,-33.86051951,151.2015802
4478,Central and Eastern Sydney,NSW,DARLING HARBOUR,2000,-33.859953,151.256649
4479,Central and Eastern Sydney,NSW,DAWES POINT,2000,-33.859953,151.256649
4480,Central and Eastern Sydney,NSW,HAYMARKET,2000,-33.859953,151.256649
4481,Central and Eastern Sydney,NSW,MILLERS POINT,2000,-33.859953,151.256649
4482,Central and Eastern Sydney,NSW,PARLIAMENT HOUSE,2000,-33.859953,151.256649
4483,Central and Eastern Sydney,NSW,SYDNEY,2000,-33.859953,151.256649
4484,Central and Eastern Sydney,NSW,SYDNEY SOUTH,2000,-33.859953,151.256649
4485,Central and Eastern Sydney,NSW,THE ROCKS,2000,-33.859953,151.256649
4486,,NSW,SYDNEY,2001,-33.794883,151.268071
5,,NSW,WORLD SQUARE,2002,-33.8771211,151.2069237
4487,,NSW,ALEXANDRIA MC,2004,-33.908,151.19
4488,,NSW,EASTERN SUBURBS MC,2004,-33.9508,151.21
4489,Central and Eastern Sydney,NSW,THE UNIVERSITY OF SYDNEY,2006,-33.889219,151.186507
4490,Central and Eastern Sydney,NSW,BROADWAY,2007,-33.883189,151.19665
4491,Central and Eastern Sydney,NSW,ULTIMO,2007,-33.883189,151.19665
4492,Central and Eastern Sydney,NSW,CHIPPENDALE,2008,-33.891146,151.193858
4493,Central and Eastern Sydney,NSW,DARLINGTON,2008,-33.891146,151.193858
4494,Central and Eastern Sydney,NSW,GOLDEN GROVE,2008,-33.891146,151.193858
4495,Central and Eastern Sydney,NSW,DARLING ISLAND,2009,-33.871222,151.193055
4496,Central and Eastern Sydney,NSW,PYRMONT,2009,-33.871222,151.193055
4497,Central and Eastern Sydney,NSW,DARLINGHURST,2010,-33.884119,151.212262
4498,Central and Eastern Sydney,NSW,SURRY HILLS,2010,-33.884119,151.212262
4499,Central and Eastern Sydney,NSW,TAYLOR SQUARE,2010,-33.884119,151.212262
4500,Central and Eastern Sydney,NSW,ELIZABETH BAY,2011,-33.873599,151.221626
4501,Central and Eastern Sydney,NSW,HMAS KUTTABUL,2011,-33.873599,151.221626
4502,Central and Eastern Sydney,NSW,KINGS CROSS,2011,-33.873599,151.221626
4503,Central and Eastern Sydney,NSW,POTTS POINT,2011,-33.873599,151.221626
4504,Central and Eastern Sydney,NSW,RUSHCUTTERS BAY,2011,-33.873599,151.221626
4505,Central and Eastern Sydney,NSW,WOOLLOOMOOLOO,2011,-33.873599,151.221626
4506,,NSW,STRAWBERRY HILLS,2012,-33.726098,150.931838
4507,,NSW,STRAWBERRY HILLS,2013,-33.726098,150.931838
4508,Central and Eastern Sydney,NSW,ALEXANDRIA,2015,-33.910105,151.194825
4509,Central and Eastern Sydney,NSW,BEACONSFIELD,2015,-33.910105,151.194825
4510,Central and Eastern Sydney,NSW,EVELEIGH,2015,-33.910105,151.194825
4511,Central and Eastern Sydney,NSW,REDFERN,2016,-33.894912,151.206211
4512,Central and Eastern Sydney,NSW,WATERLOO,2017,-33.903892,151.206316
22871,Central and Eastern Sydney,NSW,WATERLOO DC,2017,-33.9003,151.206
4513,Central and Eastern Sydney,NSW,ZETLAND,2017,-33.903892,151.206316
4514,Central and Eastern Sydney,NSW,EASTLAKES,2018,-33.9233,151.202697
4515,Central and Eastern Sydney,NSW,ROSEBERY,2018,-33.9233,151.202697
4516,Central and Eastern Sydney,NSW,BANKSMEADOW,2019,-33.946923,151.207285
4517,Central and Eastern Sydney,NSW,BOTANY,2019,-33.946923,151.207285
4518,Central and Eastern Sydney,NSW,MASCOT,2020,-33.936179,151.176775
4519,Central and Eastern Sydney,NSW,SYDNEY DOMESTIC AIRPORT,2020,-33.936179,151.176775
4520,Central and Eastern Sydney,NSW,SYDNEY INTERNATIONAL AIRPORT,2020,-33.936179,151.176775
4521,Central and Eastern Sydney,NSW,CENTENNIAL PARK,2021,-33.895705,151.227236
4522,Central and Eastern Sydney,NSW,MOORE PARK,2021,-33.895705,151.227236
